Tiempo (s), Cal1 (%), Cal2 (%), Temp1 (°C), Temp2 (°C), Set1 (°C), Set2 (°C)
1.506327295303344727e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.683299999999999841e+01,2.673499999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.606435728073120117e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.668599999999999994e+01,2.658800000000000097e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.706539964675903320e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.683299999999999841e+01,2.668599999999999994e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.806637024879455566e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.683299999999999841e+01,2.678399999999999892e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.906714630126953125e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.673499999999999943e+01,2.688200000000000145e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.006735563278198242e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.688200000000000145e+01,2.683299999999999841e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.106791806221008301e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.688200000000000145e+01,2.678399999999999892e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.206873631477355957e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.702799999999999869e+01,2.693100000000000094e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.306927442550659180e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.668599999999999994e+01,2.693100000000000094e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.406968998908996582e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.693100000000000094e+01,2.712600000000000122e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.507036018371582031e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.673499999999999943e+01,2.702799999999999869e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.607095527648925781e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.663700000000000045e+01,2.693100000000000094e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.707123041152954102e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.683299999999999841e+01,2.722400000000000020e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.807233262062072754e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.673499999999999943e+01,2.732199999999999918e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.907324409484863281e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.658800000000000097e+01,2.727299999999999969e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.007333803176879883e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.678399999999999892e+01,2.727299999999999969e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.107470846176147461e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.688200000000000145e+01,2.737000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.207588458061218262e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.678399999999999892e+01,2.751699999999999946e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.307691550254821777e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.683299999999999841e+01,2.756599999999999895e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.407783031463623047e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.673499999999999943e+01,2.741900000000000048e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.507800984382629395e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.668599999999999994e+01,2.776099999999999923e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.607927846908569336e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.663700000000000045e+01,2.751699999999999946e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.708006072044372559e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.673499999999999943e+01,2.776099999999999923e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.808107256889343262e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.658800000000000097e+01,2.795700000000000074e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.908219265937805176e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.668599999999999994e+01,2.780999999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.008310008049011230e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.683299999999999841e+01,2.795700000000000074e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.108360886573791504e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.663700000000000045e+01,2.795700000000000074e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.208426070213317871e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.673499999999999943e+01,2.800600000000000023e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.308550786972045898e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.678399999999999892e+01,2.820100000000000051e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.408600044250488281e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.653999999999999915e+01,2.810399999999999920e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.508689832687377930e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.678399999999999892e+01,2.825000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.608701634407043457e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.658800000000000097e+01,2.834799999999999898e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.708775663375854492e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.693100000000000094e+01,2.829899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.808885574340820312e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.649099999999999966e+01,2.849500000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.909008359909057617e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.658800000000000097e+01,2.834799999999999898e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.009090781211853027e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.663700000000000045e+01,2.869000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.109118103981018066e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.653999999999999915e+01,2.878800000000000026e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.209168171882629395e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.639300000000000068e+01,2.873900000000000077e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.309242224693298340e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.673499999999999943e+01,2.873900000000000077e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.409272050857543945e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.649099999999999966e+01,2.903200000000000003e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.509369015693664551e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.653999999999999915e+01,2.873900000000000077e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.609386968612670898e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.649099999999999966e+01,2.883699999999999974e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.709418511390686035e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.663700000000000045e+01,2.893499999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.809478974342346191e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.663700000000000045e+01,2.893499999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.909593105316162109e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.649099999999999966e+01,2.922800000000000153e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.009717154502868652e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.663700000000000045e+01,2.908099999999999952e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.109817099571228027e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.653999999999999915e+01,2.927700000000000102e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.209887838363647461e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.644200000000000017e+01,2.932600000000000051e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.309988164901733398e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.653999999999999915e+01,2.952100000000000080e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.410057926177978516e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.644200000000000017e+01,2.947200000000000131e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.510063910484313965e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.663700000000000045e+01,2.971699999999999875e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.610140085220336914e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.653999999999999915e+01,2.966799999999999926e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.710260701179504395e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.663700000000000045e+01,2.991199999999999903e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.810333299636840820e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.663700000000000045e+01,2.971699999999999875e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.910502672195434570e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.668599999999999994e+01,2.981400000000000006e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.010554528236389160e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.668599999999999994e+01,2.976500000000000057e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.110615611076354980e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.644200000000000017e+01,2.996099999999999852e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.210673999786376953e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.663700000000000045e+01,2.986299999999999955e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.310690927505493164e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.649099999999999966e+01,2.986299999999999955e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.410772562026977539e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.678399999999999892e+01,3.030300000000000082e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.510799098014831543e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.649099999999999966e+01,3.020499999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.610851693153381348e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.658800000000000097e+01,3.001000000000000156e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.710993099212646484e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.658800000000000097e+01,3.020499999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.811055135726928711e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.658800000000000097e+01,3.049899999999999878e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.911138677597045898e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.668599999999999994e+01,3.044999999999999929e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.011249065399169922e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.658800000000000097e+01,3.040099999999999980e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.111263775825500488e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.649099999999999966e+01,3.044999999999999929e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.211313629150390625e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.668599999999999994e+01,3.054700000000000060e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.311373090744018555e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.653999999999999915e+01,3.074299999999999855e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.411406970024108887e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.663700000000000045e+01,3.069399999999999906e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.511479473114013672e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.649099999999999966e+01,3.054700000000000060e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.611618971824645996e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.639300000000000068e+01,3.093799999999999883e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.711693286895751953e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.668599999999999994e+01,3.118299999999999983e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.811771583557128906e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.668599999999999994e+01,3.113400000000000034e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.911829662322998047e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.629500000000000171e+01,3.103600000000000136e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.011885380744934082e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.663700000000000045e+01,3.113400000000000034e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.111931085586547852e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.658800000000000097e+01,3.132900000000000063e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.211991071701049805e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.649099999999999966e+01,3.118299999999999983e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.312107682228088379e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.649099999999999966e+01,3.123199999999999932e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.412230682373046875e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.668599999999999994e+01,3.137800000000000011e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.512268447875976562e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.668599999999999994e+01,3.147599999999999909e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.612328815460205078e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.663700000000000045e+01,3.118299999999999983e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.712444496154785156e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.668599999999999994e+01,3.128099999999999881e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.812496113777160645e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.653999999999999915e+01,3.128099999999999881e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.912583112716674805e+01,0.000000000000000000e+00,2.000000000000000000e+01,2.663700000000000045e+01,3.132900000000000063e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.001265399456024170e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.658800000000000097e+01,3.147599999999999909e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.011273701190948486e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.683299999999999841e+01,3.162300000000000111e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.021283693313598633e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.663700000000000045e+01,3.157400000000000162e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.031290895938873291e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.653999999999999915e+01,3.137800000000000011e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.041300551891326904e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.693100000000000094e+01,3.176899999999999835e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.051305441856384277e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.658800000000000097e+01,3.137800000000000011e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.061311957836151123e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.668599999999999994e+01,3.186700000000000088e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.071319191455841064e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.658800000000000097e+01,3.152499999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.081330780982971191e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.663700000000000045e+01,3.176899999999999835e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.091339466571807861e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.673499999999999943e+01,3.196499999999999986e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.101350691318511963e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.668599999999999994e+01,3.176899999999999835e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.111363370418548584e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.678399999999999892e+01,3.201400000000000290e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.121376409530639648e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.683299999999999841e+01,3.186700000000000088e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.131391093730926514e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.693100000000000094e+01,3.211099999999999710e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.141405050754547119e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.683299999999999841e+01,3.201400000000000290e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.151419706344604492e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.678399999999999892e+01,3.191600000000000037e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.161427927017211914e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.683299999999999841e+01,3.206300000000000239e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.171437792778015137e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.683299999999999841e+01,3.211099999999999710e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.181444270610809326e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.683299999999999841e+01,3.225800000000000267e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.191449708938598633e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.673499999999999943e+01,3.235600000000000165e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.201458902359008789e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.673499999999999943e+01,3.220900000000000318e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.211463751792907715e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.688200000000000145e+01,3.230700000000000216e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.221472914218902588e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.678399999999999892e+01,3.230700000000000216e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.231481778621673584e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.683299999999999841e+01,3.240500000000000114e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.241487236022949219e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.678399999999999892e+01,3.245400000000000063e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.251492102146148682e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.688200000000000145e+01,3.264900000000000091e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.261499814987182617e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.688200000000000145e+01,3.269800000000000040e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.271502337455749512e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.688200000000000145e+01,3.269800000000000040e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.281515412330627441e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.697899999999999920e+01,3.260000000000000142e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.291526188850402832e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.663700000000000045e+01,3.250200000000000244e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.301534738540649414e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.688200000000000145e+01,3.264900000000000091e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.311540505886077881e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.693100000000000094e+01,3.289300000000000068e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.321544756889343262e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.673499999999999943e+01,3.284499999999999886e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.331547045707702637e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.693100000000000094e+01,3.289300000000000068e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.341551568508148193e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.673499999999999943e+01,3.274699999999999989e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.351557462215423584e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.688200000000000145e+01,3.269800000000000040e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.361569230556488037e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.678399999999999892e+01,3.308899999999999864e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.371577837467193604e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.707700000000000173e+01,3.313799999999999812e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.381584191322326660e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.683299999999999841e+01,3.289300000000000068e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.391594970226287842e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.693100000000000094e+01,3.294200000000000017e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.401603822708129883e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.678399999999999892e+01,3.313799999999999812e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.411607241630554199e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.712600000000000122e+01,3.299099999999999966e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.421619899272918701e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.697899999999999920e+01,3.308899999999999864e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.431633253097534180e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.702799999999999869e+01,3.313799999999999812e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.441637871265411377e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.722400000000000020e+01,3.318699999999999761e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.451654651165008545e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.693100000000000094e+01,3.308899999999999864e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.461663444042205811e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.732199999999999918e+01,3.328399999999999892e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.471670625209808350e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.693100000000000094e+01,3.333299999999999841e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.481683132648468018e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.688200000000000145e+01,3.313799999999999812e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.491688241958618164e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.693100000000000094e+01,3.333299999999999841e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.501698024272918701e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.702799999999999869e+01,3.333299999999999841e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.511708405017852783e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.707700000000000173e+01,3.347999999999999687e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.521723120212554932e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.693100000000000094e+01,3.343099999999999739e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.531726219654083252e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.712600000000000122e+01,3.367499999999999716e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.541736490726470947e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.683299999999999841e+01,3.357800000000000296e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.551740791797637939e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.712600000000000122e+01,3.372399999999999665e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.561743922233581543e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.717500000000000071e+01,3.372399999999999665e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.571755769252777100e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.697899999999999920e+01,3.392000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.581760385036468506e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.697899999999999920e+01,3.416400000000000148e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.591766331195831299e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.693100000000000094e+01,3.401800000000000068e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.601770069599151611e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.727299999999999969e+01,3.392000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.611775894165039062e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.712600000000000122e+01,3.372399999999999665e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.621777663230895996e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.727299999999999969e+01,3.421300000000000097e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.631787617206573486e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.717500000000000071e+01,3.396900000000000119e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.641792840957641602e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.697899999999999920e+01,3.382200000000000273e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.651803023815155029e+02,0.000000000000000000e+00,2.000000000000000000e+01,2.732199999999999918e+01,3.416400000000000148e+01,2.300000000000000000e+01,2.300000000000000000e+01
